ID,School,ADDRESS,pincodes,REASON,CircleName,RegionName,DivisionName,OfficeName,OfficeType,Delivery,District,StateName,,COUNTA of ADDRESS,,REASON,,,,,,
68777,Lions Convent Higher Secondary School,"AB Rd, near Chhoti Bijasan ,NH3, Sendhwa, Pipaldhar, Madhya Pradesh 451666",451666,GharWapisi,Madhya Pradesh Circle,Indore Region,Khandwa Division,Balwadi B.O,BO,Delivery,BARWANI,MADHYA PRADESH,,,,,,,,,,
68806,Embesow Matric High School,"M . C Road, Marapattu Girisamudra, Vaniyambadi HO, Vaniyambadi - 635751 (Near To Naser Bali Company Ltd)",635751,GharWapisi,Tamilnadu Circle,"Western Region, Coimbatore",Tirupattur Division,Valayambattu B.O,BO,Delivery,Tirupathur,TAMIL NADU,,,,,,,,,,
68821,Golden Spring School-Patan Sak,"Khan Estate, T.Sakibanda, Andhra Pradesh 516214",516214,Hot Lead,Andhra Pradesh Circle,Kurnool Region,Cuddapah Division,Reddyvaripalli B.O,BO,Delivery,Y.S.R.,ANDHRA PRADESH,,,,,,,,,,
68841,Kudos International School-Dr Kuljeet kaur,"Kudos International School, Add:- Nainwan Road, Near Bahadur Singh Circle Bundi - Rajasthan, Pin code 323001, Phone 07472457336, Mobile 9828117001",323001,Existing School,Rajasthan Circle,Ajmer Region,Tonk Division,Badodiya B.O,BO,Delivery,BUNDI,RAJASTHAN,,,,,,,,,,
68842,Satyaketu Vidyalaya-Yudhvir Singh,"KOTLI MIAN FATEH, R S PURA, Jammu, Jammu and Kashmir 181132",181132,Hot Lead,Jammukashmir Circle,DivReportingCircle,Jammu Division,Darap BO,BO,Delivery,JAMMU,JAMMU AND KASHMIR,,,,,,,,,,
68879,New Light Public School,"New Light Public School, Chitterkote karnah kupwara J&K 193225",193225,GharWapisi,Jammukashmir Circle,DivReportingCircle,Baramulla Division,Chamkote B.O,BO,Delivery,KUPWARA,JAMMU AND KASHMIR,,,,,,,,,,
68913,Maharishi Dayanand Public School,"345- a/11 Near C.R.P.F. GC-1 MASUDA GATE, Ajmer, Rajasthan 305001",305001,Existing School,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
68925,Gurukul International Convent School akash yadav,"Janakpur Near Darauli Railway station, Muhammadpur Phooli Road, Zamania, Uttar Pradesh 232326",232326,Hot Lead,Uttar Pradesh Circle,Allahabad Region,Ghazipur Division,Mircha BO,BO,Delivery,GHAZIPUR,UTTAR PRADESH,,,,,,,,,,
68935,Elite Minds School,"Elite Minds International School Campus, Village Chinniga, Jannapura - Mudigere, Karnataka 577132",577132,Hot Lead,Karnataka Circle,South Karnataka Region,Chikkamagaluru Division,Bettadamane B.O,BO,Delivery,CHIKKAMAGALURU,KARNATAKA,,,,,,,,,,
68949,PBS Gurukul-bhagvat sonawane,"74/1 Near Railway Flyover, Kotamgaon Kh, Yeola, Maharashtra 423401",423401,Hot Lead,Maharashtra Circle,Navi Mumbai Region,Malegaon Division,Erandgaon Jeur B.O,BO,Delivery,NASHIK,MAHARASHTRA,,,,,,,,,,
68950,Ashram High School-Father Thomas,"Ashram Vidyalaya, Malikhedi, Ghattia, Ujjain, Ghattia, Ujjain - 456550",456550,GharWapisi,Madhya Pradesh Circle,Indore Region,Ujjain Division,Dhabla Hardu B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
68972,Tunga Pre-Primary School-Selvam R S Subramani,"Tunga Pre and Primary School, Hospet - 583225 (Behind Anjenaya Temple)",583225,Hot Lead,Karnataka Circle,North Karnataka Region,Ballari Division,T B Dam S.O,PO,Delivery,BALLARI,KARNATAKA,,,,,,,,,,
69043,SHEILING HOUSE,"Zoe Ville, 10/498, Allenganj, Kanpur, Uttar Pradesh 208001",208001,Hot Lead,Uttar Pradesh Circle,Kanpur Region,Kanpur City Division,Maholi BO,BO,Delivery,KANPUR NAGAR,UTTAR PRADESH,,,,,,,,,,
69066,Sanskriti Global School Badnagar,"The Sanskriti Global School, SH-18, Ujjain Barnagar Highway, Near Kharsod khurd, Barnagar, Distt. Ujjain 456222",456222,Existing School,Madhya Pradesh Circle,Indore Region,Ujjain Division,Akasoda B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
69182,G NEXT MODEL SCHOOL,"Kamalpur - Khowai Rd, Khowai, Tripura 799202",799202,GharWapisi,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Khowai Court S.O,PO,Delivery,Khowai,TRIPURA,,,,,,,,,,
69258,Royal Public School-Rakesh Meena,"Jamoli Pin Code 311201 School Area Rural Cluster Gups Rampura, Jamoli Block Jahajpur District Bhilwara State Rajasthan",311201,Hot Lead,Rajasthan Circle,Ajmer Region,Bhilwara Division,Amarwasi B.O,BO,Delivery,BHILWARA,RAJASTHAN,,,,,,,,,,
69334,Pratibha Academy,"Pratibha Academy, opp. Nutan Club, Nana Bazaar, Vallabh Vidyanagar, Gujarat 388120",388120,Hot Lead,Gujarat Circle,Vadodara Region,Anand Division,Vallabh Vidyanagar SO,PO,Delivery,ANAND,GUJARAT,,,,,,,,,,
69342,Sri Vasavi English Medium School,"P.Anil Kumar, Join Secretary , Sri Vasavi English Medium School - Srirampura - 577542 , Hosdurga tq , Chitradurga Dist - Karnataka State",577542,Hot Lead,Karnataka Circle,South Karnataka Region,Chitradurga Division,Gavirangapura B.O,BO,Delivery,CHITRADURGA,KARNATAKA,,,,,,,,,,
69421,"St Rameshwar Central School ,Nirbhay Kumar Nirala","Main Road, Bharwara, Bishunathpatti, Bihar 847104",847104,Hot Lead,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Kora BO,BO,Delivery,DARBHANGA,BIHAR,,,,,,,,,,
69428,AJM English School,"Howriapet No.2, Kachugaon
Kokrajhar, Assam
PIN Code: 783360 (INDIA)",783360,GharWapisi,Assam Circle,DivReportingCircle,Goalpara Division,Panbari Bazar B.O,BO,Delivery,KOKRAJHAR,ASSAM,,,,,,,,,,
69493,SGM UPPER PRIMARY SCHOOL PAGARIYA,"Village Pagariya, Pagariya, Pt. Samiti Bhawanimandi Tehsil Pachpahar, District Jhalawar, Rajasthan, Pin Code 326512",326512,Hot Lead,Rajasthan Circle,Ajmer Region,Kota Division,Awar B.O,BO,Delivery,JHALAWAR,RAJASTHAN,,,,,,,,,,
69562,Devnandan Inter College,DHARWAN GHAZIPUR Uttar Pradesh 233302,233302,Hot Lead,Uttar Pradesh Circle,Allahabad Region,Ghazipur Division,Alipur Bangawan BO,BO,Delivery,GHAZIPUR,UTTAR PRADESH,,,,,,,,,,
69575,Village Montessori School - DrShiv Mohan,"Mishrana, Khaprel Bazar, Lakhimpur, Kapoorthala Road, Kheri, Lakhimpur Kheri - 262701",262701,Hot Lead,Uttar Pradesh Circle,Bareilly Region,Kheri Division,Midania BO,BO,Delivery,KHERI,UTTAR PRADESH,,,,,,,,,,
69576,Cambridge Convent School Bikaner,"sector v1, Murlidhar Vyas Colony, Bikaner, Rajasthan 334004",334004,GharWapisi,Rajasthan Circle,Jodhpur Region,Bikaner Division,Bangalanagar S.O,PO,Delivery,BIKANER,RAJASTHAN,,,,,,,,,,
69610,"BeST PU College, Raichur","Lingsugar Rd, opp. agriculture university, Daft Colony, Housing Board, Askihal, Raichur, Karnataka 584101, India",584101,GharWapisi,Karnataka Circle,North Karnataka Region,Raichur Division,Raichur H.O,HO,Delivery,RAICHUR,KARNATAKA,,,,,,,,,,
69756,Sunny Convent Public School Haiderpur,"105, Haiderpur, Delhi, 110088",110088,GharWapisi,Delhi Circle,DivReportingCircle,Delhi North Division,Shalamar BO,BO,Delivery,NORTH,DELHI,,,,,,,,,,
69759,Bengal Public School - Arindam Sinha,"SH 7, Sherpur, Khargram, Ramchandrapur, West Bengal 742159",742159,Hot Lead,West Bengal Circle,Kolkata Region,Murshidabad Division,Sadal BO,BO,Delivery,MURSHIDABAD,WEST BENGAL,,,,,,,,,,
69764,BRAHMA BABA TECHNO SCHOOL,"Janagaon,Titaguri Part-II. P.O: Titaguri B.T.A.D, Assam 783370, India",783370,GharWapisi,Assam Circle,DivReportingCircle,Goalpara Division,Daloabari B.O,BO,Delivery,KOKRAJHAR,ASSAM,,,,,,,,,,
69809,Archimedes international school,"Sant Ghat Rd, Hat Saraiya, Bettiah, Bihar 845438",845438,GharWapisi,Bihar Circle,Muzaffarpur Region,West Champaran Division,Barwat Pasrain BO,BO,Delivery,PASHCHIM CHAMPARAN,BIHAR,,,,,,,,,,
69877,Shri Bajrang College of Pharmacy Shiksha Samity,"RJ SH 14, Bhuda, Deeg, Rajasthan 321203",321203,GharWapisi,Rajasthan Circle,DivReportingCircle,Bharatpur Division,Nigoi B.O,BO,Delivery,BHARATPUR,RAJASTHAN,,,,,,,,,,
70024,Enlighten Public School - krishna mohan kumar,"Maa Shitla Gali, Aurai, Muzaffarpur - 843312 (Near Arai Block)",843312,GharWapisi,Bihar Circle,Muzaffarpur Region,Muzaffarpur Division,Bhalura BO,BO,Delivery,MUZAFFARPUR,BIHAR,,,,,,,,,,
70031,SBSR Inter College- Avtansh Yadav,"SBSR INTER COLLEGE VILL- VIRAYAMPUR POST- PILKHANA DISTT- FARRUKHABAD PIN 209501, MOB -9528132414",209501,Existing School,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Babna BO,BO,Delivery,FARRUKHABAD,UTTAR PRADESH,,,,,,,,,,
70039,KD CONVENT SCHOOL,"Vangaon, Uttar Pradesh 224151",224151,GharWapisi,Uttar Pradesh Circle,Lucknow HQ Region,Faizabad Division,Ashrafpur Barwa BO,BO,Delivery,AMBEDKAR NAGAR,UTTAR PRADESH,,,,,,,,,,
70105,SRPV Bhavapur-Sandeep Singh,"School Location Saharah, Mugkalyan Howrah, PIN - 711312",711312,Hot Lead,West Bengal Circle,South Bengal Region,Howrah Division,Baidyanathpur BO,BO,Delivery,HOWRAH,WEST BENGAL,,,,,,,,,,
70115,Tagore Central Academy,Himanshu jhankal House no 145 Gyan Vihar colony behind Queen Mary girls school ajmer  305001,305001,Existing School,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
70156,Little Rose English school Basar,"ego yamin village, Basar, India, Arunachal Pradesh 791101",791101,GharWapisi,North Eastern Circle,Shillong HQ Region,Arunachal Pradesh Division,Dali B.O,BO,Delivery,LEPARADA,ARUNACHAL PRADESH,,,,,,,,,,
70162,LBS College pratapgarh,"National Highway 113 Banswara, road, Pratapgarh, Rajasthan 312605",312605,Hot Lead,Rajasthan Circle,Ajmer Region,Chittorgarh Division,Basad B.O,BO,Delivery,PRATAPGARH,RAJASTHAN,,,,,,,,,,
70169,DS Public School-Sanad Saxena,"OCTORI NO, 08, NAWA PURBA, Firozpur, Punjab 152004",152004,Hot Lead,Punjab Circle,Punjab West Region,Ferozpur Division,Dastul Sahib BO,BO,Delivery,FIROZEPUR,PUNJAB,,,,,,,,,,
70224,Saraswati Gyan Mandir,"Diwakari, Umrain Alwar, Rajasthan PIN Code: 301001",301001,Hot Lead,Rajasthan Circle,DivReportingCircle,Alwar Division,Madhogarh B.O,BO,Delivery,ALWAR,RAJASTHAN,,,,,,,,,,
70285,St Xaviers Point School-Vijay Dubey,"37, Suren Sarkar Road, Beliaghata, Kolkata - 700010 (Near Milan Mandir, CIT More)",700010,Hot Lead,West Bengal Circle,Kolkata Region,Kolkata East Division,Beleghata HO,HO,Delivery,KOLKATA,WEST BENGAL,,,,,,,,,,
70297,"Anandi Academy, Bageshwar","Chandan Singh parihar ,C/o Anandi Academy Bankhola Mandalsera Bageshwar, Uttarakhand, Pin 263642, Mobile:9719862206, E mail: chandanparihar65@gmail.com",263642,Existing School,Uttarakhand Circle,DivReportingCircle,Almora Division,Bhatoli BO,BO,Delivery,BAGESHWAR,UTTARAKHAND,,,,,,,,,,
70318,Vivekanand mission jivkorba English School- Kalyan Roy,"Gj Sh 143, Mamlatdar Kacheri, Talod, Sabarkantha - 383215",383215,Hot Lead,Gujarat Circle,Ahmedabad HQ Region,Sabarkantha Division,Boria Bechraji BO,BO,Delivery,SABAR KANTHA,GUJARAT,,,,,,,,,,
74129,Green mount English school -Javed Jamal,"Green Mount School,'F’-Sector, Itanagar-791113 Arunachal Pradesh (India)",791113,Hot Lead,North Eastern Circle,Shillong HQ Region,Arunachal Pradesh Division,Jully B.O,BO,Delivery,PAPUM PARE,ARUNACHAL PRADESH,,,,,,,,,,
74175,NEW ANGEL HIGHER SECONDARY SCHOOL,"New Angel Higher Secondary School, CADC, Kamalanagar I, Kamalanagar, Mizoram 796772",796772,GharWapisi,North Eastern Circle,North Eastern Region,Mizoram Division,Kamalanagar S.O (Lawngtlai),PO,Delivery,LAWNGTLAI,MIZORAM,,,,,,,,,,
74234,St. Gorakh Nath Children Academy,"St. Gorakh Nath Children Academy, near Post Office, Kandhla, Uttar Pradesh 247775",247775,Existing School,Uttar Pradesh Circle,Bareilly Region,Muzaffarnagar Division,Dundu Khera BO,BO,Delivery,SHAMLI,UTTAR PRADESH,,,,,,,,,,
74594,Deoria Private ITI - Pawan Kumar,"Deoria Private ITI, Krishna Nagar Deoria Khas, District - Deoria, UP 274001",274001,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Deoria HO,HO,Delivery,DEORIA,UTTAR PRADESH,,,,,,,,,,
74832,Madam Curie High School-Vaishnv Garasiya,"F7HF+476, Kukdeshwar, Madhya Pradesh 458116",458116,Hot Lead,Madhya Pradesh Circle,Indore Region,Mandsaur Division,Khadawda B.O,BO,Delivery,NEEMUCH,MADHYA PRADESH,,,,,,,,,,
75028,Jnana Mudra Public School - Kiran kalaskar,"Old, APMC Rd, Nargund, Karnataka 582207",582207,GharWapisi,Karnataka Circle,North Karnataka Region,Gadag Division,Banhatti B.O,BO,Delivery,GADAG,KARNATAKA,,,,,,,,,,
75356,Noon Public High School-Abdul Hussain Muntazree,"Noon Public High School sankoo,Sankoo Block, Kargil District, Jammu Kashmir State,194103",194103,GharWapisi,Jammukashmir Circle,Srinagar HQ Region,Leh Division,SALISKOT B.O,BO,Delivery,KARGIL,LADAKH,,,,,,,,,,
75364,M.S.G.M. INTER COLLEGE KUSMARA,"Jawapur, Kishani, Mainpuri, 205119, Uttar Pradesh, India Call: 9412624204,9758669037",205119,Hot Lead,Uttar Pradesh Circle,Agra Region,Mainpuri Division,Darwah BO,BO,Delivery,MAINPURI,UTTAR PRADESH,,,,,,,,,,
75507,"Times Gurukul, Jagatsinghpur","Taradapada, Jagatsinghpur, Jagatsinghpur, Orissa, PIN Code: 754103 (INDIA)",754103,Hot Lead,Odisha Circle,DivReportingCircle,Cuttack South Division,Jagatsinghpur H.O,HO,Delivery,JAGATSINGHAPUR,ODISHA,,,,,,,,,,
75574,LOTUS PUBLIC SCHOOL,"In Front of Govt. Gattani Girls School Gali, Ward No. 10, Akaltara Road, Janjgir, Dist. Janjgir-Chama (C.G.) 495668, Janjgir, India, Chhattisgarh",495668,GharWapisi,Chattisgarh Circle,DivReportingCircle,Bilaspur Division,Amora BO,BO,Delivery,JANJGIR-CHAMPA,CHHATTISGARH,,,,,,,,,,
75586,Sun Valley International School,"A-1, Ashok Marg, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh 201010",201010,GharWapisi,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Hasanpur Bhowapur BO,BO,Delivery,GHAZIABAD,UTTAR PRADESH,,,,,,,,,,
76003,THE SANKALP SCHOOL,"VILLAGE KARNERA, NEAR SEC 56A, BALLABGARH, FARIDABAD, HARYANA 121004",121004,GharWapisi,Haryana Circle,DivReportingCircle,Faridabad Division,Gadpuri BO,BO,Delivery,PALWAL,HARYANA,,,,,,,,,,
76009,"Royal Public School, CHURHAT, SIDHI -RAJESH KUMAR GUPTA","Churhat, Madhya Pradesh 486771",486771,GharWapisi,Madhya Pradesh Circle,Jabalpur Region,Rewa Division,Ukarha B.O,BO,Delivery,SIDHI,MADHYA PRADESH,,,,,,,,,,
76046,SYNOD ENGLISH MISSION SCHOOL,"Ward no 2, Gauripur, Dhubri(Dist), Assam. 783331",783331,Existing School,Assam Circle,DivReportingCircle,Goalpara Division,South Geramari B.O,BO,Delivery,DHUBRI,ASSAM,,,,,,,,,,
76602,Day Light Public School-,"Ward No 2, Virat Nagar, Virat Nagar, Satna - 485001",485001,Hot Lead,Madhya Pradesh Circle,Jabalpur Region,Satna Division,Bharhut B.O,BO,Delivery,SATNA,MADHYA PRADESH,,,,,,,,,,
77181,Vardaan Play School-Sanjit Pattnaik,"Narayani Road, Phulbani, Kandhamal, Pin: 762001",762001,GharWapisi,Odisha Circle,Berhampur Region,Phulbani Division,Phulbani H.O,HO,Delivery,KANDHAMAL,ODISHA,,,,,,,,,,
78190,Geeta International Public School,"Ravindra Nagar, Ravindra Nagar, Padrauna - 274304 (Near Jila Mukhalaya)",274304,GharWapisi,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Padrauna HO,HO,Delivery,KUSHI NAGAR,UTTAR PRADESH,,,,,,,,,,
78890,Cambridge School Yadgir,"Valmiki Nagar, Yadgiri, Karnataka 585201.",585201,GharWapisi,Karnataka Circle,North Karnataka Region,Kalaburagi Division,Yadgiri H.O,HO,Delivery,YADGIR,KARNATAKA,,,,,,,,,,
80158,SR public school - Pk Pandey,"Manjha Tarhar, near pathri bazar Gonda, India, Uttar Pradesh 271123",271123,GharWapisi,Uttar Pradesh Circle,Gorakhpur Region,Gonda Division,Bhgahar Buland BO,BO,Delivery,GONDA,UTTAR PRADESH,,,,,,,,,,
80404,Future Genius Academy- Mohhan Vaishnav,"Future Genius Academy , Pathwari ke piche, High Secondary Road, Sarwar. Pin code 305403, Mobile no. - 9672970991",305403,Existing School,Rajasthan Circle,Ajmer Region,Beawar Division,Bhagwan Pura B.O,BO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
80783,"Newlight Education Centre, Rajpur kanpur - pallvi chauhan","New Light Education Centre Rajpur Kanpur Dehat, near police station, Rajpur, Uttar Pradesh 209115",209115,GharWapisi,Uttar Pradesh Circle,Kanpur Region,Kanpur Moffusil Division,Rasdhan BO,BO,Delivery,KANPUR DEHAT,UTTAR PRADESH,,,,,,,,,,
80808,ram lakhan patel vidhyalaya-vikash prajapati,"Pilkhawan, Post, Barwa, Sohawal, Faizabad, Pincode-224182, Uttar Pradesh, India",224182,Hot Lead,Uttar Pradesh Circle,Lucknow HQ Region,Faizabad Division,Barwa BO,BO,Delivery,AYODHYA,UTTAR PRADESH,,,,,,,,,,
80879,St. Joseph's Convent Girls High School,"Indira Nagar, Kalaburagi, Gulbarga Karnataka 585102, India",585102,GharWapisi,Karnataka Circle,North Karnataka Region,Kalaburagi Division,Hadagil Haruthi B.O,BO,Delivery,KALABURAGI,KARNATAKA,,,,,,,,,,
80920,"CHANAKYA EDUCATION GROUP, JHARELI - DEVA RAM NAIN","N.H. 58, BY PASS ROAD, Jhareli, Rajasthan 341022",341022,GharWapisi,Rajasthan Circle,Jodhpur Region,Nagaur Division,Akora B.O,BO,Delivery,NAGAUR,RAJASTHAN,,,,,,,,,,
80929,Mathan School of Music-Praveen Sir,"1759 MJT Buildings, Olumbus Ramanathapuram, Coimbatore 641045",641045,Existing School,Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Ramanathapuram Coimbatore SO,PO,Delivery,COIMBATORE,TAMIL NADU,,,,,,,,,,
80981,"Sai Ram International School, Manguwal,Himachal Pradesh","Sai Ram international school, Manguwal PO. Rajpura Tehsil Nalagarh District Solan, Himachal Pradesh Pin no. 174101",174101,Existing School,Himachal Pradesh Circle,DivReportingCircle,Solan Division,Baruna BO,BO,Delivery,SOLAN,HIMACHAL PRADESH,,,,,,,,,,
81259,Stepping Stones International School,"Principal, Stepping Stones International School. Beas complex, Near Circuit House. Bilaspur HP 174001, Mob 8988155000",174001,Existing School,Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Dobha BO,BO,Delivery,BILASPUR,HIMACHAL PRADESH,,,,,,,,,,
81433,UP Public School,"Up public school, Vill- tenua narauli bhikham, Post -khukhundu, Distt -deoria up 274501",274501,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Jaitpura BO,BO,Delivery,DEORIA,UTTAR PRADESH,,,,,,,,,,
81437,RK Bansal International School,"R. K. Bansal International School, Village Kamed, Ujjain-Nagda Bypass, Near Mangalnath Temple, Ujjain (MP)-456006",456006,Existing School,Madhya Pradesh Circle,Indore Region,Ujjain Division,Panbihar B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
81511,"Divine Public School, Gorakhpur","Bichhia Near PAC Camp
Gorakhpur- 273014",273014,GharWapisi,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jungle Dhushar BO,BO,Delivery,GORAKHPUR,UTTAR PRADESH,,,,,,,,,,
81540,Pragya International School,"Pragya International School, Ward No 2, Pragya Road, Bijainagar Dist. Beawar Pin Code 305624",305624,Existing School,Rajasthan Circle,Ajmer Region,Beawar Division,Badi B.O,BO,Delivery,AJMER,RAJASTHAN,,,,,,,,,,
81590,"DG Agrawal Memorial Senior Secondary School, Chinchpada","Smt. D g Agrawal Memorial English Medium School, Chinchpada Near Railway StationTal.Navapur,Dist.Nandurbar,Maharashtra,Pin. 425417",425417,Existing School,Maharashtra Circle,Aurangabad Region,Dhule Division,Bandhare B.O,BO,Delivery,NANDURBAR,MAHARASHTRA,,,,,,,,,,
81670,Sridhar's Academy,"Subbaiah colony, Avilala, Tirupati, Andhra Pradesh 517501",517501,GharWapisi,Andhra Pradesh Circle,Kurnool Region,Tirupati Division,Tirupati H.O,HO,Delivery,CHITTOOR,ANDHRA PRADESH,,,,,,,,,,
81743,Rockford Academy,"ROCKFORD ACADEMY, Saribari Square, Sodang, Unhel Road, Ujjain 456006 MP",456006,Existing School,Madhya Pradesh Circle,Indore Region,Ujjain Division,Panbihar B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
81745,Swami Vivekanand and Rameshwar School,"Swami Vivekanand Vidyalay, Nanja Phata, Kshirsagar, Jalna Road, Bhokardan, Bhokardan, Maharashtra 431114",431114,GharWapisi,Maharashtra Circle,Aurangabad Region,Aurangabad Division,Kathora B.O,BO,Delivery,JALNA,MAHARASHTRA,,,,,,,,,,
81778,Seth Anandram Jaipuria School,"Sector-14-C, Vasundhara, Ghaziabad - 201012",201012,GharWapisi,Uttar Pradesh Circle,Lucknow HQ Region,Ghaziabad Division,Vasundhra SO,PO,Delivery,GHAZIABAD,UTTAR PRADESH,,,,,,,,,,
81808,NEW HORIZON WORLD ACADEMY,New horizon world academy Plot no 58 to 62 sector 20 koparkhairne 400709,400709,Existing School,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Kopar Khairne S.O,PO,Delivery,THANE,MAHARASHTRA,,,,,,,,,,
81814,Phoenix International,"Plot no 32 & 33, Sector 3, Airoli, Navi Mumbai 400708",400708,GharWapisi,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Airoli S.O,PO,Delivery,THANE,MAHARASHTRA,,,,,,,,,,
81860,Satyam Bright Future Public School Mathura,Satyam bright future public school near Bansal vatika Aurangabad road mathura 281006,281006,Existing School,Uttar Pradesh Circle,Agra Region,Mathura Division,Adooki BO,BO,Delivery,MATHURA,UTTAR PRADESH,,,,,,,,,,
81908,"THE CRESCENT SCHOOL,Main Branch, Kaptanganj","Dr Mohd Hasib , Main Branch, The Crescent School, Chilwan, Tahsil KAPTANGANJ, Kushinagar U.P. 274301",274301,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Atharaha BO,BO,Delivery,KUSHI NAGAR,UTTAR PRADESH,,,,,,,,,,
81910,Aakarsh career institute pvt ltd,"UJJWALA BHOYAR, ADDRESS :- AAKARSH CAREER INSTITUTE PVT LTD, 2ND FLOOR,57, PRADIP, BUILDING,MOUNT ROAD, SADAR NAGPUR, MAHARASHTRA 440001., Mob. 7020125296",440001,Existing School,Maharashtra Circle,Nagpur Region,Nagpur City Division,Nagpur GPO,HO,Delivery,NAGPUR,MAHARASHTRA,,,,,,,,,,
81921,Morning Glory Public High School,"School Enclave, Pur Hiran, Hoshiarpur, Punjab 146001",146001,GharWapisi,Punjab Circle,Punjab West Region,Hoshiarpur Division,Hoshiarpur HO,HO,Delivery,HOSHIARPUR,PUNJAB,,,,,,,,,,
81925,THE EMERALD HEIGHTS INTERNATIONAL SCHOOL,"AB Road, Rau, Opposite Akashwani, Indore, MP, India – 453331, Phone - 8720009992 / 93",453331,Bloom,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Rangwasa B.O,BO,Delivery,INDORE,MADHYA PRADESH,,,,,,,,,,
81934,legend school,"Station road, Maharaja petrol pump dumraon 802119",802119,Existing School,Bihar Circle,DivReportingCircle,Bhojpur Division,Baruna RS BO,BO,Delivery,BUXAR,BIHAR,,,,,,,,,,
82025,Rani Bhabani International School,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin - 742225, Phone - 03483356008/7407605008,9434441529",742225,Existing School,West Bengal Circle,Kolkata Region,Murshidabad Division,Raghunathganj HO,HO,Delivery,MURSHIDABAD,WEST BENGAL,,,,,,,,,,
82054,K.H. Memorial School,"`K H Knowledge City, Jawahar Nagar, Bhilai, Chhattisgarh 490023",490023,Hot Lead,Chattisgarh Circle,DivReportingCircle,Durg Division,Supela Bhilai SO,PO,Delivery,DURG,CHHATTISGARH,,,,,,,,,,
82099,S. Tech international School,"NH service road, suras chauraha NH, via, near palana temple, Pansal, Rajasthan 311802",311802,Hot Lead,Rajasthan Circle,Ajmer Region,Bhilwara Division,Bhopalgarh B.O,BO,Delivery,BHILWARA,RAJASTHAN,,,,,,,,,,
82179,Achievers International School School,"Achievers international school, Add:- Jawahar chowk koudiya Gadarwara Madhya Pradesh, 487555, Contact 9691606090,9907999940",487555,Existing School,Madhya Pradesh Circle,DivReportingCircle,Hoshangabad Division,Attayasa B.O,BO,Delivery,NARSINGHPUR,MADHYA PRADESH,,,,,,,,,,
82209,Sans Public School,"3rd Cross Rd, Kanthirava Layout, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",560096,Hot Lead,Karnataka Circle,Bengaluru HQ Region,Bengaluru West Division,Nandinilayout S.O,PO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
82225,Samrat Ashok College,"238/239 Green Height, A-Sec, Sarvadharm Kolar, Bhopal - 462042",462042,Existing School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Amarawat Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,,,,,,,,,,
82250,Sacrarium Public School,"Post Office Rampur, Bushahr, Distt. Shimla-172001 Contact -9805900170",172001,Positive Demo,Himachal Pradesh Circle,DivReportingCircle,Rampur Bushahr Division,Naula BO,BO,Delivery,SHIMLA,HIMACHAL PRADESH,,,,,,,,,,
82255,Silicon Acadmey,"76, Gali Number 3, Ward 7, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",452015,Bloom,Madhya Pradesh Circle,Indore Region,Indore City Division,Industrial Estate S.O (Indore),PO,Delivery,INDORE,MADHYA PRADESH,,,,,,,,,,
82256,Suman convent school,"Village Ataheda Tehsil Depalpur, Depalpur, Indore - 453115 (Zila Indore)",453115,Bloom,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Banedia B.O,BO,Delivery,INDORE,MADHYA PRADESH,,,,,,,,,,
82257,Modern public school indore,"Son Vay - Modern Public School, Mhow, Indore, Madhya Pradesh. PIN CODE - 453332",453332,Bloom,,,,,,,,,,,,,,,,,,
